City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,Faanui,-16.4833,-151.75,80.78,71,3,9.13,PF,2022-01-31 05:17:37
291,Chulumani,-16.4096,-67.5263,63.41,97,100,0.98,BO,2022-01-31 05:17:38
292,Mehamn,71.0357,27.8492,30.38,93,75,5.75,NO,2022-01-31 05:17:38
293,Aykhal,66.0,111.5,-18.54,99,54,4.47,RU,2022-01-31 05:17:38
294,Rosarito,32.3333,-117.0333,57.09,76,5,3.02,MX,2022-01-31 05:17:39
295,Edgewater,28.9889,-80.9023,43.18,48,0,7.85,US,2022-01-31 05:17:39
296,Olinda,-8.0089,-34.8553,82.13,69,40,4.61,BR,2022-01-31 05:17:39
297,Mabaruma,8.2,-59.7833,70.43,96,50,2.75,GY,2022-01-31 05:17:40
298,Dingle,10.9995,122.6711,84.74,68,39,10.22,PH,2022-01-31 05:17:40
299,Port Lincoln,-34.7333,135.8667,75.16,64,12,6.58,AU,2022-01-31 05:08:13
300,Cuenca,-2.8833,-78.9833,55.53,94,100,0.0,EC,2022-01-31 05:17:41
301,Portland,45.5234,-122.6762,45.84,90,100,1.01,US,2022-01-31 05:14:30
302,Katsuura,35.1333,140.3,48.31,33,90,9.13,JP,2022-01-31 05:09:24
303,Codrington,-38.2667,141.9667,74.64,68,3,11.74,AU,2022-01-31 05:17:41
304,Eenhana,-17.4667,16.3333,67.75,85,100,4.54,NA,2022-01-31 05:17:41
305,Labuhan,-6.8844,112.2051,85.1,72,94,8.63,ID,2022-01-31 05:17:42
306,Half Moon Bay,37.4636,-122.4286,52.88,87,100,5.75,US,2022-01-31 05:13:47
307,Qaqortoq,60.7167,-46.0333,22.37,70,100,15.12,GL,2022-01-31 05:17:42
308,Hofn,64.2539,-15.2082,24.22,47,99,12.08,IS,2022-01-31 05:17:43
309,Pangnirtung,66.1451,-65.7125,-22.79,85,73,6.13,CA,2022-01-31 05:17:43
310,Alta Floresta,-9.8756,-56.0861,69.62,99,100,3.09,BR,2022-01-31 05:09:05
311,San Patricio,28.017,-97.5169,64.83,80,100,10.92,US,2022-01-31 05:17:44
312,Mirnyy,62.5353,113.9611,-3.84,95,90,5.77,RU,2022-01-31 05:17:44
313,Batagay-Alyta,67.8006,130.4114,-17.79,95,83,1.66,RU,2022-01-31 05:17:44
314,Raga,8.4596,25.678,60.19,23,21,4.41,SS,2022-01-31 05:17:45
315,Wewak,-3.5534,143.6268,79.61,82,100,16.78,PG,2022-01-31 05:17:45
316,Mayo,38.8876,-76.5119,29.95,68,100,3.0,US,2022-01-31 05:17:46
317,Dalby,-27.1833,151.2667,91.56,27,74,7.45,AU,2022-01-31 05:17:46
318,Georgetown,5.4112,100.3354,91.33,62,20,9.22,MY,2022-01-31 05:17:46
319,Isla Mujeres,21.2311,-86.731,62.65,62,64,11.1,MX,2022-01-31 05:17:47
320,Mateus Leme,-19.9864,-44.4278,70.48,97,100,2.01,BR,2022-01-31 05:18:47
321,Ortakoy,38.7373,34.0387,28.65,98,100,2.73,TR,2022-01-31 05:18:47
322,Ustrzyki Dolne,49.4304,22.5938,32.09,100,100,14.56,PL,2022-01-31 05:18:48
323,Blois,47.5833,1.3333,44.98,85,55,12.39,FR,2022-01-31 05:18:48
324,Tahta,26.7693,31.5021,46.67,53,3,6.64,EG,2022-01-31 05:18:49
325,Trzebiatow,54.0615,15.2648,38.86,85,100,9.84,PL,2022-01-31 05:18:49
326,Mahon,39.8885,4.2658,48.76,87,0,6.91,ES,2022-01-31 05:18:49
327,Dossor,47.5272,52.9811,29.19,91,75,6.69,KZ,2022-01-31 05:18:50
328,Chernyshevskiy,63.0128,112.4714,-6.59,94,93,2.82,RU,2022-01-31 05:18:50
329,Ivaipora,-24.2478,-51.6847,65.32,97,35,6.46,BR,2022-01-31 05:18:50
330,Mont-Dore,-22.2833,166.5833,82.38,79,86,4.45,NC,2022-01-31 05:18:51
331,Colares,38.7992,-9.4469,54.9,42,0,5.01,PT,2022-01-31 05:18:51
332,Kysyl-Syr,63.8986,122.7617,-14.85,96,56,4.76,RU,2022-01-31 05:18:51
333,Alofi,-19.0595,-169.9187,78.69,78,75,2.3,NU,2022-01-31 05:18:52
334,Umm Kaddadah,13.6017,26.6876,53.53,23,1,14.63,SD,2022-01-31 05:18:52
335,Mahebourg,-20.4081,57.7,85.24,79,75,11.5,MU,2022-01-31 05:09:22
336,Torbay,47.6666,-52.7314,35.58,84,100,24.16,CA,2022-01-31 05:18:53
337,Severo-Kurilsk,50.6789,156.125,29.23,82,98,11.16,RU,2022-01-31 05:18:53
338,Huron,41.1501,-82.5499,16.83,88,90,2.53,US,2022-01-31 05:18:53
339,Kencong,-8.2833,113.3667,84.31,70,100,6.55,ID,2022-01-31 05:18:54
340,Hovd,48.0056,91.6419,-7.11,84,24,3.33,MN,2022-01-31 05:18:54
341,Plouzane,48.3833,-4.6167,46.72,78,75,10.36,FR,2022-01-31 05:18:54
342,Belyy Yar,53.6039,91.3903,-11.31,77,75,0.0,RU,2022-01-31 05:18:55
343,El Sauzal,31.9,-116.6833,54.5,80,4,4.76,MX,2022-01-31 05:18:55
344,Turayf,31.6725,38.6637,39.45,65,0,20.71,SA,2022-01-31 05:18:55
345,Ust-Omchug,61.15,149.6333,-5.6,95,99,8.9,RU,2022-01-31 05:18:56
346,Bonoua,5.2741,-3.595,76.62,91,97,2.73,CI,2022-01-31 05:18:56
347,Praia Da Vitoria,38.7333,-27.0667,59.25,88,75,24.25,PT,2022-01-31 05:18:56
348,Clarksburg,39.2807,-80.3445,26.71,82,75,0.0,US,2022-01-31 05:15:21
349,Kavaratti,10.5669,72.642,81.54,73,1,9.1,IN,2022-01-31 05:18:57
350,Quatre Cocos,-20.2078,57.7625,86.09,77,95,19.3,MU,2022-01-31 05:18:57
351,Tessalit,20.1986,1.0114,63.1,17,3,7.92,ML,2022-01-31 05:18:58
352,Micheweni,-4.9667,39.8333,79.75,77,99,7.85,TZ,2022-01-31 05:18:58
353,Zhigansk,66.7697,123.3711,-27.71,98,96,1.81,RU,2022-01-31 05:18:58
354,Cacu,-18.5567,-51.1308,71.15,88,97,8.37,BR,2022-01-31 05:18:59
355,Nakonde,-9.3421,32.745,59.04,96,99,4.65,ZM,2022-01-31 05:18:59
356,Ossora,59.2353,163.0719,23.22,94,100,23.09,RU,2022-01-31 05:18:59
357,Dikson,73.5069,80.5464,-4.04,94,100,22.44,RU,2022-01-31 05:19:00
358,Sao Filipe,14.8961,-24.4956,71.6,73,100,5.59,CV,2022-01-31 05:16:13
359,Matadi,-5.8167,13.45,75.88,94,97,2.42,CD,2022-01-31 05:19:00
360,Ostrovnoy,68.0531,39.5131,6.12,95,85,8.95,RU,2022-01-31 05:19:01
361,Bandarbeyla,9.4942,50.8122,76.96,76,85,17.18,SO,2022-01-31 05:19:01
362,North Bend,43.4065,-124.2243,46.85,94,75,9.22,US,2022-01-31 05:19:01
363,Mana,5.6592,-53.7767,75.34,87,41,9.04,GF,2022-01-31 05:19:02
364,Dzerzhinskoye,56.8344,95.2283,4.77,87,63,3.44,RU,2022-01-31 05:19:02
365,Cherskiy,68.75,161.3,-27.53,99,72,1.52,RU,2022-01-31 05:19:02
366,Anloga,5.7947,0.8973,77.59,66,100,3.51,GH,2022-01-31 05:19:03
367,Perevolotskiy,51.8763,54.1938,22.05,97,99,9.17,RU,2022-01-31 05:20:03
368,West Bay,19.3667,-81.4167,71.67,61,20,3.0,KY,2022-01-31 05:20:03
369,Bud,39.447,-86.1758,27.18,83,100,2.59,US,2022-01-31 05:20:04
370,Haines Junction,60.7522,-137.5108,-4.05,71,59,2.3,CA,2022-01-31 05:20:04
371,Saint-Francois,46.4154,3.9054,42.24,81,100,9.22,FR,2022-01-31 05:17:22
372,Sobolevo,54.4299,31.8996,26.82,98,100,3.71,RU,2022-01-31 05:20:04
373,San Andres,12.5847,-81.7006,77.02,83,20,11.5,CO,2022-01-31 05:20:05
374,Touros,-5.1989,-35.4608,79.7,83,10,11.12,BR,2022-01-31 05:20:05
375,Sindor,62.8629,51.8905,-4.34,100,88,4.09,RU,2022-01-31 05:20:06
376,Quelimane,-17.8786,36.8883,80.55,89,20,2.3,MZ,2022-01-31 05:19:44
377,Pundaguitan,6.3711,126.1689,81.66,75,99,9.86,PH,2022-01-31 05:20:06
378,Kuito,-12.3833,16.9333,58.39,88,100,3.29,AO,2022-01-31 05:20:06
379,Langxiang,46.95,128.8833,13.1,67,50,4.18,CN,2022-01-31 05:20:07
380,Brandenburg,52.4167,12.55,38.91,84,100,6.55,DE,2022-01-31 05:20:07
381,Kabelvag,68.2114,14.4817,32.0,86,75,14.97,NO,2022-01-31 05:20:07
382,Margate,51.3813,1.3862,44.89,72,55,11.01,GB,2022-01-31 05:20:08
383,Morehead,37.2711,-87.1764,30.31,74,0,0.0,US,2022-01-31 05:20:08
384,Dabat,12.9842,37.765,54.77,56,2,2.86,ET,2022-01-31 05:20:09
385,Port Pirie,-33.1833,138.0167,92.71,34,79,8.81,AU,2022-01-31 05:20:09
386,Konevo,62.1215,39.3192,11.19,95,100,5.17,RU,2022-01-31 05:20:09
387,Mikhaylovka,50.06,43.2379,35.78,97,100,18.19,RU,2022-01-31 05:20:10
388,Dongsheng,39.8161,109.9776,13.84,31,0,17.76,CN,2022-01-31 05:20:10
389,Honiara,-9.4333,159.95,85.1,72,66,5.32,SB,2022-01-31 05:20:10
390,Ranfurly,-45.1333,170.1,70.07,62,58,10.42,NZ,2022-01-31 05:20:11
391,San Angelo,31.4638,-100.437,55.63,50,0,3.44,US,2022-01-31 05:20:11
392,Samarai,-10.6167,150.6667,83.55,72,100,20.98,PG,2022-01-31 05:20:11
393,Coolum Beach,-26.5333,153.1,87.33,74,39,1.01,AU,2022-01-31 05:20:12
394,Champerico,14.3,-91.9167,79.36,72,10,5.12,GT,2022-01-31 05:20:12
395,Axim,4.8699,-2.2405,75.74,87,31,3.18,GH,2022-01-31 05:20:12
396,Klaksvik,62.2266,-6.589,32.92,62,99,36.69,FO,2022-01-31 05:20:13
397,Piedade,-23.7119,-47.4278,66.51,99,100,2.04,BR,2022-01-31 05:20:13
398,Chebarkul,54.9749,60.3633,7.34,97,91,3.89,RU,2022-01-31 05:20:13
399,Pangody,65.85,74.4859,-4.95,99,96,7.78,RU,2022-01-31 05:20:14
400,Belaya Kholunitsa,58.84,50.8528,6.48,98,86,3.76,RU,2022-01-31 05:20:14
401,Egvekinot,66.3167,-179.1667,0.75,65,54,9.35,RU,2022-01-31 05:20:15
402,Constitucion,-35.3333,-72.4167,58.23,70,0,9.89,CL,2022-01-31 05:20:15
403,Kamaishi,39.2667,141.8833,32.95,48,95,16.73,JP,2022-01-31 05:20:15
404,Okhotsk,59.3833,143.3,13.89,77,46,16.22,RU,2022-01-31 05:20:16
405,Olafsvik,64.8945,-23.7142,25.9,56,100,15.19,IS,2022-01-31 05:20:16
406,Mount Gambier,-37.8333,140.7667,84.27,33,2,11.52,AU,2022-01-31 05:20:16
407,Bure,10.7,37.0667,58.78,59,26,2.04,ET,2022-01-31 05:20:17
408,Copala,16.65,-98.9833,75.56,80,10,3.4,MX,2022-01-31 05:20:17
409,Hasaki,35.7333,140.8333,46.8,28,29,6.31,JP,2022-01-31 05:20:18
410,Usinsk,65.9939,57.5281,6.21,94,100,10.96,RU,2022-01-31 05:20:18
411,Santiago,-33.4569,-70.6483,70.99,49,0,6.91,CL,2022-01-31 05:17:57
412,Uige,-7.6087,15.0613,66.36,99,98,1.45,AO,2022-01-31 05:20:18
413,Roma,43.2128,-75.4557,13.86,74,100,0.0,US,2022-01-31 05:20:19
414,Tuatapere,-46.1333,167.6833,65.28,79,96,7.0,NZ,2022-01-31 05:21:19
415,Port Hardy,50.6996,-127.4199,39.76,87,100,9.22,CA,2022-01-31 05:21:19
416,Barcelona,41.3888,2.159,53.33,57,20,13.0,ES,2022-01-31 05:20:24
417,Sunrise Manor,36.2111,-115.0731,54.3,21,0,1.99,US,2022-01-31 05:21:20
418,Ludinghausen,51.7667,7.4667,41.68,80,99,21.12,DE,2022-01-31 05:21:20
419,Necochea,-38.5473,-58.7368,61.16,56,100,10.6,AR,2022-01-31 05:19:52
420,Rochester,43.1548,-77.6156,16.09,76,75,10.36,US,2022-01-31 05:21:02
421,Nea Santa,40.8408,22.9216,45.68,46,0,9.22,GR,2022-01-31 05:21:21
422,Bubaque,11.2833,-15.8333,77.05,71,37,8.61,GW,2022-01-31 05:21:21
423,Matara,5.9485,80.5353,86.04,64,14,4.09,LK,2022-01-31 05:21:22
424,Regeneracao,-6.2378,-42.6883,72.54,87,43,1.9,BR,2022-01-31 05:21:22
425,Prykolotne,50.1604,37.3474,28.92,93,99,18.34,UA,2022-01-31 05:21:22
426,Aldan,58.6031,125.3894,-5.35,91,100,4.27,RU,2022-01-31 05:21:23
427,Chicama,-7.8447,-79.1469,63.14,83,99,4.76,PE,2022-01-31 05:21:23
428,Pangkalanbuun,-2.6833,111.6167,95.16,42,89,2.66,ID,2022-01-31 05:21:23
429,Knysna,-34.0363,23.0471,70.18,82,86,1.74,ZA,2022-01-31 05:21:24
430,Marrakesh,31.6315,-8.0083,59.07,55,75,4.61,MA,2022-01-31 05:21:24
431,Westport,41.1415,-73.3579,24.58,68,0,1.99,US,2022-01-31 05:21:24
432,Kisangani,0.5167,25.2,72.03,43,100,1.19,CD,2022-01-31 05:21:25
433,Bathsheba,13.2167,-59.5167,77.61,78,75,14.97,BB,2022-01-31 05:21:25
434,Dong Hoi,17.4833,106.6,64.92,89,100,15.48,VN,2022-01-31 05:21:26
435,Jorpeland,59.0225,6.0408,37.15,30,98,8.3,NO,2022-01-31 05:21:26
436,Khilok,51.3674,110.4676,3.13,81,100,4.41,RU,2022-01-31 05:21:26
437,Along,28.1667,94.7667,66.27,36,2,2.04,IN,2022-01-31 05:21:27
438,Semnan,35.5729,53.3971,39.04,33,0,0.0,IR,2022-01-31 05:21:27
439,Amazar,53.858,120.875,7.95,60,100,7.56,RU,2022-01-31 05:21:27
440,Nanortalik,60.1432,-45.2371,22.73,76,99,20.6,GL,2022-01-31 05:21:28
441,Wawa,9.9022,4.4192,69.67,20,95,7.9,NG,2022-01-31 05:21:28
442,Mormugao,15.4,73.8,80.51,47,2,1.54,IN,2022-01-31 05:21:28
443,Petropavlovsk-Kamchatskiy,53.0452,158.6483,23.59,93,75,2.24,RU,2022-01-31 05:21:29
444,Vicuna,-30.0319,-70.7081,55.13,71,0,0.89,CL,2022-01-31 05:21:29
445,Alice Springs,-23.7,133.8833,76.55,94,40,9.22,AU,2022-01-31 05:19:16
446,Namibe,-15.1961,12.1522,69.78,77,94,3.6,AO,2022-01-31 05:21:30
447,Independence,39.0911,-94.4155,35.71,61,0,1.99,US,2022-01-31 05:21:30
448,Carupano,10.6678,-63.2585,72.68,89,57,5.41,VE,2022-01-31 05:21:30
449,Manuk Mangkaw,4.8,119.85,82.69,70,22,7.63,PH,2022-01-31 05:21:31
450,Caloto,3.0359,-76.4079,68.32,95,100,0.54,CO,2022-01-31 05:21:31
451,Bitung,1.4451,125.1824,88.65,65,48,15.32,ID,2022-01-31 05:21:31
452,Mattawa,46.7379,-119.9028,37.26,99,100,2.93,US,2022-01-31 05:21:32
453,La Ronge,55.1001,-105.2842,8.85,92,100,4.61,CA,2022-01-31 05:21:32
454,Vitoria Do Mearim,-3.4622,-44.8706,71.58,98,43,1.39,BR,2022-01-31 05:21:32
455,Palmer,42.1584,-72.3287,11.82,72,100,4.61,US,2022-01-31 05:21:33
456,Ulladulla,-35.35,150.4667,81.88,67,39,10.11,AU,2022-01-31 05:21:33
457,Odienne,9.51,-7.5692,69.64,20,4,3.53,CI,2022-01-31 05:21:33
458,Stara Moravica,45.8689,19.4661,26.38,77,23,7.49,RS,2022-01-31 05:21:34
459,Santa Ana,33.7456,-117.8678,59.25,64,0,4.61,US,2022-01-31 05:20:24
460,Kholm-Zhirkovskiy,55.5189,33.4731,23.25,98,99,5.35,RU,2022-01-31 05:21:34
461,Nefteyugansk,61.0998,72.6035,8.85,96,100,8.01,RU,2022-01-31 05:22:35
462,Irbeyskoye,55.6428,95.4522,4.66,85,52,1.19,RU,2022-01-31 05:22:35
463,Longhua,23.6137,114.1919,51.03,61,100,6.46,CN,2022-01-31 05:22:36
464,Kargil,34.5667,76.1,10.44,86,100,0.58,IN,2022-01-31 05:22:36
465,Padampur,29.6833,73.6167,67.35,20,0,3.6,IN,2022-01-31 05:22:36
466,Sisimiut,66.9395,-53.6735,1.38,75,91,9.1,GL,2022-01-31 05:22:37
467,Kuroishi,40.6389,140.5922,29.59,86,75,13.8,JP,2022-01-31 05:22:37
468,Qurbus,36.8167,10.5687,50.34,75,0,9.71,TN,2022-01-31 05:22:37
469,Hargeysa,9.56,44.065,56.43,64,25,8.01,SO,2022-01-31 05:22:38
470,Mogadishu,2.0371,45.3438,80.47,74,20,12.66,SO,2022-01-31 05:22:38
471,Merzifon,40.8733,35.4631,24.26,93,75,8.05,TR,2022-01-31 05:22:38
472,Sakakah,29.9697,40.2064,49.57,46,100,14.67,SA,2022-01-31 05:22:39
473,Yasnogorsk,54.4803,37.6975,22.64,96,96,8.93,RU,2022-01-31 05:22:39
474,Tecoanapa,16.5167,-98.75,77.99,77,71,4.14,MX,2022-01-31 05:22:39
475,Bethanien,-26.502,17.1583,73.17,64,78,6.2,NA,2022-01-31 05:22:40
476,Yar-Sale,66.8333,70.8333,-4.99,99,90,7.47,RU,2022-01-31 05:22:40
477,Kambove,-10.8764,26.5969,61.65,99,100,0.6,CD,2022-01-31 05:22:40
478,Santiago Del Estero,-27.7951,-64.2615,74.84,41,49,6.26,AR,2022-01-31 05:21:31
479,Hazorasp,41.3194,61.0742,26.44,63,100,8.59,UZ,2022-01-31 05:22:41
480,Eureka,40.8021,-124.1637,50.94,84,100,3.87,US,2022-01-31 05:22:41
481,San Policarpo,12.1791,125.5072,83.19,67,77,7.9,PH,2022-01-31 05:22:42
482,Port Hedland,-20.3167,118.5667,96.85,49,100,16.11,AU,2022-01-31 05:22:42
483,Myitkyina,25.3833,97.4,73.87,38,1,1.25,MM,2022-01-31 05:22:42
484,Hambantota,6.1241,81.1185,84.76,66,16,12.64,LK,2022-01-31 05:22:43
485,Katima Mulilo,-17.5,24.2667,64.67,97,92,5.75,NA,2022-01-31 05:21:25
486,Nizhniy Kuranakh,58.8353,125.4869,-2.49,91,100,5.61,RU,2022-01-31 05:22:43
487,Blyth,55.1271,-1.5086,41.18,70,20,5.01,GB,2022-01-31 05:22:44
488,Bilma,18.6853,12.9164,50.11,22,1,14.58,NE,2022-01-31 05:22:44
489,Log,49.4844,43.8613,33.08,95,100,18.97,RU,2022-01-31 05:22:45
490,Krasnaya Gorbatka,55.8703,41.7641,22.01,95,100,9.4,RU,2022-01-31 05:22:45
491,Atambua,-9.1061,124.8925,78.82,79,83,11.56,ID,2022-01-31 05:22:45
492,Flin Flon,54.7682,-101.865,4.12,97,94,4.97,CA,2022-01-31 05:22:46
493,Alyangula,-13.8483,136.4192,86.31,67,100,22.35,AU,2022-01-31 05:22:46
494,Cairns,-16.9167,145.7667,91.11,62,100,5.75,AU,2022-01-31 05:19:40
495,Lisakovsk,52.5369,62.4936,25.21,96,100,13.47,KZ,2022-01-31 05:22:46
496,Itarema,-2.9248,-39.9167,77.47,85,99,9.89,BR,2022-01-31 05:22:47
497,Payo,-3.7508,103.6372,79.23,82,100,2.24,ID,2022-01-31 05:22:47
498,Verkhnedneprovskiy,54.9813,33.3457,25.59,97,99,6.22,RU,2022-01-31 05:22:47
499,Solnechnyy,50.7214,136.6319,4.01,90,97,4.36,RU,2022-01-31 05:22:48
500,Cozumel,20.5083,-86.9458,66.27,87,20,2.3,MX,2022-01-31 05:22:48
501,San-Pedro,4.7485,-6.6363,75.65,91,65,1.57,CI,2022-01-31 05:22:49
502,Jasper,37.2001,-94.3502,36.99,55,0,5.75,US,2022-01-31 05:23:49
503,Mokhsogollokh,61.4681,128.9203,-6.95,91,100,6.73,RU,2022-01-31 05:23:49
504,Mungeli,22.0667,81.6833,74.95,19,2,3.58,IN,2022-01-31 05:23:50
505,Buala,-8.145,159.5921,83.8,74,100,3.76,SB,2022-01-31 05:23:50
506,Gavrilovka Vtoraya,52.877,42.7663,28.83,96,100,15.88,RU,2022-01-31 05:23:50
507,Krasnoselkup,65.7,82.4667,3.56,95,100,10.31,RU,2022-01-31 05:23:51
508,Nabire,-3.3667,135.4833,85.1,59,98,6.02,ID,2022-01-31 05:23:51
509,Salingogon,13.4346,123.1905,84.16,68,29,9.82,PH,2022-01-31 05:23:51
510,Tayoltita,24.0833,-105.9333,54.19,63,4,4.12,MX,2022-01-31 05:21:18
511,Tabou,4.423,-7.3528,76.96,87,32,2.91,CI,2022-01-31 05:23:52
512,General Elizardo Aquino,-24.4333,-56.7,72.9,67,0,3.94,PY,2022-01-31 05:23:52
513,Simbahan,6.3032,120.5836,82.47,73,21,10.49,PH,2022-01-31 05:23:52
514,High Level,58.5169,-117.136,-3.89,77,75,20.71,CA,2022-01-31 05:23:53
515,Fakel,57.6325,53.0252,9.73,98,92,4.03,RU,2022-01-31 05:23:53
516,Pustoshka,56.3355,29.369,23.92,94,100,2.42,RU,2022-01-31 05:23:53
517,Abu Kamal,34.4506,40.9171,43.41,71,0,9.46,SY,2022-01-31 05:23:54
518,Imuris,30.7833,-110.8667,50.85,38,0,1.72,MX,2022-01-31 05:23:54
519,Nantucket,41.2835,-70.0995,21.31,52,0,10.36,US,2022-01-31 05:23:55
520,Beni Suef,29.0731,31.0979,47.98,60,80,10.47,EG,2022-01-31 05:23:55
521,Kalmunai,7.4167,81.8167,82.42,71,53,11.9,LK,2022-01-31 05:23:55
522,Wardha,20.75,78.6167,73.72,19,4,3.22,IN,2022-01-31 05:23:55
523,Filadelfia,39.9523,-75.1638,22.77,76,100,0.0,US,2022-01-31 05:20:18
524,Erzin,36.9559,36.2,41.52,85,100,7.63,TR,2022-01-31 05:23:56
525,Alexandria,31.2156,29.9553,48.74,76,40,5.75,EG,2022-01-31 05:23:56
526,Chiredzi,-21.05,31.6667,70.56,83,22,7.05,ZW,2022-01-31 05:23:57
527,Bozoum,6.3193,16.3799,61.65,22,86,3.8,CF,2022-01-31 05:23:57
528,Nesna,66.1967,13.0213,25.66,81,93,12.46,NO,2022-01-31 05:23:58
529,Haverfordwest,51.8017,-4.9691,44.19,70,100,25.37,GB,2022-01-31 05:23:58
530,Aswan,24.0934,32.907,51.1,40,0,13.8,EG,2022-01-31 05:23:58
531,Nalut,30.3333,10.85,40.82,57,0,4.27,LY,2022-01-31 05:23:58
532,Farah,32.5,62.5,49.24,37,1,1.66,AF,2022-01-31 05:23:59
533,Strangnas,59.3774,17.0312,29.3,76,6,7.23,SE,2022-01-31 05:23:57
534,Wanxian,30.8039,108.3897,51.8,56,95,3.85,CN,2022-01-31 05:23:59
535,Mercedes,-34.6515,-59.4307,72.84,54,37,6.82,AR,2022-01-31 05:24:00
536,Fonte Boa,-2.4959,-66.2662,71.51,98,84,1.54,BR,2022-01-31 05:24:00
537,Kapit,2.0167,112.9333,88.23,62,99,1.7,MY,2022-01-31 05:24:00
538,Newport,51.5877,-2.9984,46.69,71,100,20.78,GB,2022-01-31 05:24:01
539,Christchurch,-43.5333,172.6333,68.92,70,20,10.0,NZ,2022-01-31 05:19:53
540,Naqadeh,36.9553,45.388,18.45,84,12,4.05,IR,2022-01-31 05:24:01
541,Bairiki,1.3292,172.9752,84.2,79,20,9.22,KI,2022-01-31 05:24:01
542,Pacific Grove,36.6177,-121.9166,52.43,90,100,3.0,US,2022-01-31 05:24:02
543,Nishihara,26.1842,127.7558,64.45,56,75,10.36,JP,2022-01-31 05:24:02
544,Glendive,47.1053,-104.7125,32.63,85,0,8.05,US,2022-01-31 05:21:43
545,Gallup,35.5281,-108.7426,32.02,73,0,1.99,US,2022-01-31 05:23:40
546,Toowoomba,-27.55,151.9667,90.34,49,64,3.27,AU,2022-01-31 05:24:03
547,Darhan,49.4867,105.9228,-1.64,89,30,3.76,MN,2022-01-31 05:24:03
548,Garden City,42.3256,-83.331,21.97,84,75,0.0,US,2022-01-31 05:23:16
549,Cranbrook,49.4999,-115.7688,34.66,80,100,14.97,CA,2022-01-31 05:24:04
550,Portobelo,9.55,-79.65,74.61,81,21,11.95,PA,2022-01-31 05:23:08
551,Mezen,65.8522,44.24,6.64,97,100,3.87,RU,2022-01-31 05:25:04
552,Shelburne,44.0787,-80.2041,19.85,94,35,8.01,CA,2022-01-31 05:25:05
553,Cloquet,46.7216,-92.4594,18.79,79,96,4.61,US,2022-01-31 05:25:05
554,Gazojak,41.1875,61.4036,35.38,59,100,9.82,TM,2022-01-31 05:25:05
555,Sosva,59.1766,61.8558,6.19,95,100,2.24,RU,2022-01-31 05:25:06
556,Sola,-13.8833,167.55,79.59,80,100,8.88,VU,2022-01-31 05:25:06
557,Jiangyou,31.7667,104.7167,47.82,50,100,5.23,CN,2022-01-31 05:21:58
558,Abnub,27.2696,31.1511,43.02,59,6,6.62,EG,2022-01-31 05:25:07
559,Port Blair,11.6667,92.75,80.64,61,40,10.36,IN,2022-01-31 05:25:07
560,Galveston,29.3669,-94.9669,59.14,88,74,7.67,US,2022-01-31 05:25:07
561,Fairbanks,64.8378,-147.7164,-17.39,69,0,0.0,US,2022-01-31 05:24:03
562,Banjar,-8.19,114.9675,87.66,66,100,5.21,ID,2022-01-31 05:25:08
563,Never,46.9896,3.159,40.8,94,66,9.55,FR,2022-01-31 05:25:08
564,Ahipara,-35.1667,173.1667,74.12,65,100,14.12,NZ,2022-01-31 05:25:08
565,Vitim,59.4511,112.5578,1.45,90,100,5.53,RU,2022-01-31 05:25:09
566,Omsukchan,62.5333,155.8,-11.38,98,97,5.7,RU,2022-01-31 05:23:28
567,Mujiayingzi,42.1167,118.7833,16.5,81,100,13.94,CN,2022-01-31 05:25:09
568,Jalingo,8.8833,11.3667,64.35,25,55,5.64,NG,2022-01-31 05:25:09
569,Tomatlan,19.9333,-105.25,65.7,80,9,2.71,MX,2022-01-31 05:25:10
570,Ilulissat,69.2167,-51.1,-4.5,50,39,22.17,GL,2022-01-31 05:25:10
571,Port Hueneme,34.1478,-119.1951,60.62,58,0,3.44,US,2022-01-31 05:25:10
572,Sawtell,-30.3833,153.1,86.32,79,40,8.05,AU,2022-01-31 05:25:11
573,Rakiv Lis,51.6217,24.9243,29.25,81,100,24.0,UA,2022-01-31 05:25:11
574,Eskisehir,39.7767,30.5206,22.91,100,75,4.61,TR,2022-01-31 05:25:11
575,Mackay,-21.15,149.2,87.67,70,75,11.5,AU,2022-01-31 05:25:12
576,Shitanjing,39.2342,106.3439,17.67,22,18,4.09,CN,2022-01-31 05:25:12
577,Xihe,31.6864,113.4659,48.45,42,98,7.7,CN,2022-01-31 05:25:13
578,Baie-Saint-Paul,47.4411,-70.4986,11.25,88,98,4.94,CA,2022-01-31 05:25:13
579,Faya,18.3851,42.4509,57.31,65,4,5.48,SA,2022-01-31 05:25:13
580,Lewistown,40.5992,-77.5714,23.52,92,0,0.0,US,2022-01-31 05:25:14
581,Batabano,22.7164,-82.2881,41.61,65,0,8.1,CU,2022-01-31 05:25:14
582,Nago,26.5881,127.9761,65.25,54,56,14.38,JP,2022-01-31 05:25:14
583,Loukhi,66.0764,33.0381,-5.33,100,100,2.82,RU,2022-01-31 05:25:15
584,Karratha,-20.7377,116.8463,94.91,47,72,21.97,AU,2022-01-31 05:25:15
585,Behbahan,30.5959,50.2417,52.92,42,100,3.38,IR,2022-01-31 05:25:15
586,Shimoda,34.6667,138.95,48.56,70,96,9.08,JP,2022-01-31 05:25:16
587,Srednekolymsk,67.45,153.6833,-30.59,100,97,4.12,RU,2022-01-31 05:25:16
